text,author
"in books are found , Thy skill to poet were , thou scorner of the",Percy Bysshe Shelley
"ground ! Teach me half the gladness That thy brain must know , Such harmonious",Percy Bysshe Shelley
"madness From my lips would flow The world should listen then , as I am",Percy Bysshe Shelley
"listening now . Best and brightest , come away ! Fairer far than this fair",Percy Bysshe Shelley
"Day , Which , like thee to those in sorrow , Comes to bid a",Percy Bysshe Shelley
sweet good-morrow To the rough Year just awake In its cradle on the brake .,Percy Bysshe Shelley
"The Brightest hour of unborn Spring , Through the winter wandering , Found , it",Percy Bysshe Shelley
"seems , the halcyon Morn To hoar February born . Bending from Heaven , in",Percy Bysshe Shelley
"azure mirth , It kissed the forehead of the Earth , And smiled upon the",Percy Bysshe Shelley
"silent sea , And bade the frozen streams be free , And waked to music",Percy Bysshe Shelley
"all their fountains , And breathed upon the frozen mountains , And like a prophetess",Percy Bysshe Shelley
"of May Strewed flowers upon the barren way , Making the wintry world appear Like",Percy Bysshe Shelley
"one on whom thou smilest , dear . Away , away , from men and",Percy Bysshe Shelley
"towns , To the wild wood and the downs— To the silent wilderness Where the",Percy Bysshe Shelley
soul need not repress Its music lest it should not find An echo in another,Percy Bysshe Shelley
’ s mind . While the touch of Nature ’ s art Harmonizes heart to,Percy Bysshe Shelley
heart . I leave this notice on my door For each accustomed visitor : —,Percy Bysshe Shelley
“ I am gone into the fields To take what this sweet hour yields ;,Percy Bysshe Shelley
"— Reflection , you may come tomorrow , Sit by the fireside with Sorrow.— You",Percy Bysshe Shelley
"with the unpaid bill , Despair , — You , tiresome verse-reciter , Care ,",Percy Bysshe Shelley
"— I will pay you in the grave , — Death will listen to your",Percy Bysshe Shelley
"stave . Expectation too , be off ! Today is for itself enough ; Hope",Percy Bysshe Shelley
", in pity mock not Woe With smiles , nor follow where I go ;",Percy Bysshe Shelley
"Long having lived on thy sweet food , At length I find one moment ’",Percy Bysshe Shelley
"s good After long pain—with all your love , This you never told me of.",Percy Bysshe Shelley
"” Radiant Sister of the Day , Awake ! arise ! And come away !",Percy Bysshe Shelley
"To the wild woods and the plains , And the pools where winter rains Image",Percy Bysshe Shelley
"all their roof of leaves , Where the pine its garland weaves Of sapless green",Percy Bysshe Shelley
", and ivy dun Round stems that never kiss the sun : Where the lawns",Percy Bysshe Shelley
"and pastures be , And the sandhills of the sea : — Where the melting",Percy Bysshe Shelley
"hoar-frost wets The daisy-star that never sets , And wind-flowers , and violets , Which",Percy Bysshe Shelley
"yet join not scent to hue , Crown the pale year weak and new ;",Percy Bysshe Shelley
"When the night is left behind In the deep east , dun and blind ,",Percy Bysshe Shelley
"And the blue noon is over us , And the multitudinous Billows murmur at our",Percy Bysshe Shelley
"feet , Where the earth and ocean meet , And all things seem only one",Percy Bysshe Shelley
"In the universal sun . Swiftly walk o'er the western wave , Spirit of Night",Percy Bysshe Shelley
"! Out of the misty eastern cave , Where , all the long and lone",Percy Bysshe Shelley
"daylight , Thou wovest dreams of joy and fear , Which make thee terrible and",Percy Bysshe Shelley
"dear , — Swift be thy flight ! Wrap thy form in a mantle gray",Percy Bysshe Shelley
", Star-inwrought ! Blind with thine hair the eyes of Day ; Kiss her until",Percy Bysshe Shelley
"she be wearied out , Then wander o'er city , and sea , and land",Percy Bysshe Shelley
", Touching all with thine opiate wand— Come , long-sought ! When I arose and",Percy Bysshe Shelley
"saw the dawn , I sighed for thee ; When light rode high , and",Percy Bysshe Shelley
"the dew was gone , And noon lay heavy on flower and tree , And",Percy Bysshe Shelley
"the weary Day turned to his rest , Lingering like an unloved guest . I",Percy Bysshe Shelley
"sighed for thee . Thy brother Death came , and cried , Wouldst thou me",Percy Bysshe Shelley
"? Thy sweet child Sleep , the filmy-eyed , Murmured like a noontide bee ,",Percy Bysshe Shelley
"Shall I nestle near thy side ? Wouldst thou me ? —And I replied ,",Percy Bysshe Shelley
"No , not thee ! Death will come when thou art dead , Soon ,",Percy Bysshe Shelley
too soon— Sleep will come when thou art fled ; Of neither would I ask,Percy Bysshe Shelley
"the boon I ask of thee , belovèd Night— Swift be thine approaching flight ,",Percy Bysshe Shelley
"Come soon , soon ! I Art thou pale for weariness Of climbing heaven and",Percy Bysshe Shelley
"gazing on the earth , Wandering companionless Among the stars that have a different birth",Percy Bysshe Shelley
", — And ever changing , like a joyless eye That finds no object worth",Percy Bysshe Shelley
"its constancy ? II Thou chosen sister of the Spirit , That gazes on thee",Percy Bysshe Shelley
"till in thee it pities ... Poet of Nature , thou hast wept to know",Percy Bysshe Shelley
"That things depart which never may return : Childhood and youth , friendship and love",Percy Bysshe Shelley
"’ s first glow , Have fled like sweet dreams , leaving thee to mourn",Percy Bysshe Shelley
. These common woes I feel . One loss is mine Which thou too feel,Percy Bysshe Shelley
"’ st , yet I alone deplore . Thou wert as a lone star ,",Percy Bysshe Shelley
whose light did shine On some frail bark in winter ’ s midnight roar :,Percy Bysshe Shelley
Thou hast like to a rock-built refuge stood Above the blind and battling multitude :,Percy Bysshe Shelley
"In honoured poverty thy voice did weave Songs consecrate to truth and liberty , —",Percy Bysshe Shelley
"Deserting these , thou leavest me to grieve , Thus having been , that thou",Percy Bysshe Shelley
shouldst cease to be . Swift as a spirit hastening to his task Of glory,Percy Bysshe Shelley
"& amp ; of good , the Sun sprang forth Rejoicing in his splendour ,",Percy Bysshe Shelley
& amp ; the mask Of darkness fell from the awakened Earth . The smokeless,Percy Bysshe Shelley
"altars of the mountain snows Flamed above crimson clouds , & amp ; at the",Percy Bysshe Shelley
"birth Of light , the Ocean 's orison arose To which the birds tempered their",Percy Bysshe Shelley
"matin lay , All flowers in field or forest which unclose Their trembling eyelids to",Percy Bysshe Shelley
"the kiss of day , Swinging their censers in the element , With orient incense",Percy Bysshe Shelley
"lit by the new ray Burned slow & amp ; inconsumably , & amp ;",Percy Bysshe Shelley
"sent Their odorous sighs up to the smiling air , And in succession due ,",Percy Bysshe Shelley
"did Continent , Isle , Ocean , & amp ; all things that in them",Percy Bysshe Shelley
wear The form & amp ; character of mortal mould Rise as the Sun their,Percy Bysshe Shelley
"father rose , to bear Their portion of the toil which he of old Took",Percy Bysshe Shelley
"as his own & amp ; then imposed on them ; But I , whom",Percy Bysshe Shelley
thoughts which must remain untold Had kept as wakeful as the stars that gem The,Percy Bysshe Shelley
"cone of night , now they were laid asleep , Stretched my faint limbs beneath",Percy Bysshe Shelley
the hoary stem Which an old chestnut flung athwart the steep Of a green Apennine,Percy Bysshe Shelley
: before me fled The night ; behind me rose the day ; the Deep,Percy Bysshe Shelley
"Was at my feet , & amp ; Heaven above my head When a strange",Percy Bysshe Shelley
"trance over my fancy grew Which was not slumber , for the shade it spread",Percy Bysshe Shelley
Was so transparent that the scene came through As clear as when a veil of,Percy Bysshe Shelley
light is drawn O'er evening hills they glimmer ; and I knew That I had,Percy Bysshe Shelley
"felt the freshness of that dawn , Bathed in the same cold dew my brow",Percy Bysshe Shelley
& amp ; hair And sate as thus upon that slope of lawn Under the,Percy Bysshe Shelley
"self same bough , & amp ; heard as there The birds , the fountains",Percy Bysshe Shelley
& amp ; the Ocean hold Sweet talk in music through the enamoured air .,Percy Bysshe Shelley
And then a Vision on my brain was rolled . As in that trance of,Percy Bysshe Shelley
wondrous thought I lay This was the tenour of my waking dream . Methought I,Percy Bysshe Shelley
"sate beside a public way Thick strewn with summer dust , & amp ; a",Percy Bysshe Shelley
great stream Of people there was hurrying to & amp ; fro Numerous as gnats,Percy Bysshe Shelley
"upon the evening gleam , All hastening onward , yet none seemed to know Whither",Percy Bysshe Shelley
"he went , or whence he came , or why He made one of the",Percy Bysshe Shelley
"multitude , yet so Was borne amid the crowd as through the sky One of",Percy Bysshe Shelley
"the million leaves of summer 's bier.— Old age & amp ; youth , manhood",Percy Bysshe Shelley
"& amp ; infancy , Mixed in one mighty torrent did appear , Some flying",Percy Bysshe Shelley
from the thing they feared & amp ; some Seeking the object of another 's,Percy Bysshe Shelley
"fear , And others as with steps towards the tomb Pored on the trodden worms",Percy Bysshe Shelley
"that crawled beneath , And others mournfully within the gloom Of their own shadow walked",Percy Bysshe Shelley
", and called it death ... And some fled from it as it were a",Percy Bysshe Shelley
"ghost , Half fainting in the affliction of vain breath . But more with motions",Percy Bysshe Shelley
which each other crost Pursued or shunned the shadows the clouds threw Or birds within,Percy Bysshe Shelley
"the noonday ether lost , Upon that path where flowers never grew ; And weary",Percy Bysshe Shelley
with vain toil & amp ; faint for thirst Heard not the fountains whose melodious,Percy Bysshe Shelley
dew Out of their mossy cells forever burst Nor felt the breeze which from the,Percy Bysshe Shelley
"forest told Of grassy paths , & amp ; wood lawns interspersed With overarching elms",Percy Bysshe Shelley
"& amp ; caverns cold , And violet banks where sweet dreams brood , but",Percy Bysshe Shelley
they Pursued their serious folly as of old ... . And as I gazed methought,Percy Bysshe Shelley
"that in the way The throng grew wilder , as the woods of June When",Percy Bysshe Shelley
"the South wind shakes the extinguished day.— And a cold glare , intenser than the",Percy Bysshe Shelley
"noon But icy cold , obscured with [ [ blank ] ] light The Sun",Percy Bysshe Shelley
as he the stars . Like the young moon When on the sunlit limits of,Percy Bysshe Shelley
the night Her white shell trembles amid crimson air And whilst the sleeping tempest gathers,Percy Bysshe Shelley
"might Doth , as a herald of its coming , bear The ghost of her",Percy Bysshe Shelley
"dead Mother , whose dim form Bends in dark ether from her infant 's chair",Percy Bysshe Shelley
", So came a chariot on the silent storm Of its own rushing splendour ,",Percy Bysshe Shelley
and a Shape So sate within as one whom years deform Beneath a dusky hood,Percy Bysshe Shelley
"& amp ; double cape Crouching within the shadow of a tomb , And o'er",Percy Bysshe Shelley
"what seemed the head , a cloud like crape , Was bent a dun &",Percy Bysshe Shelley
amp ; faint etherial gloom Tempering the light ; upon the chariot 's beam A,Percy Bysshe Shelley
Janus-visaged Shadow did assume The guidance of that wonder-winged team . The Shapes which drew,Percy Bysshe Shelley
it in thick lightnings Were lost : I heard alone on the air 's soft,Percy Bysshe Shelley
stream The music of their ever moving wings . All the four faces of that,Percy Bysshe Shelley
charioteer Had their eyes banded . . . little profit brings Speed in the van,Percy Bysshe Shelley
"& amp ; blindness in the rear , Nor then avail the beams that quench",Percy Bysshe Shelley
the Sun Or that his banded eyes could pierce the sphere Of all that is,Percy Bysshe Shelley
", has been , or will be done.— So ill was the car guided ,",Percy Bysshe Shelley
but it past With solemn speed majestically on . . . The crowd gave way,Percy Bysshe Shelley
", & amp ; I arose aghast , Or seemed to rise , so mighty",Percy Bysshe Shelley
